,MALE,FEMALE,18-24,25-34,35-49,50-64,65-xx
1,16.823529411764707,14.35,17.191256830601095,14.35,16.823529411764707,21.08695652173913,27.31268436578171
2,21.08695652173913,18.17,19.054054054054053,18.17,21.484520123839008,20.645631067961165,16.56
3,17.433333333333334,21.484520123839008,13.255813953488373,10.428571428571429,20.515075376884422,18.342391304347824,23.38167938931298
4,20.645631067961165,10.428571428571429,20.30054644808743,17.433333333333334,16.91176470588235,13.658536585365853,23.85483870967742
5,17.191256830601095,20.515075376884422,8.73913043478261,12.41025641025641,25.666666666666668,15.527777777777779,0.0
6,18.342391304347824,12.41025641025641,18.968197879858657,42.54074074074074,13.222222222222221,26.158333333333335,0.0
7,21.232558139534884,13.658536585365853,0.0,21.232558139534884,26.192307692307693,20.357142857142858,0.0
8,26.158333333333335,42.54074074074074,0.0,17.363636363636363,28.333333333333332,16.923076923076923,0.0
9,27.31268436578171,15.527777777777779,0.0,14.13888888888889,21.675675675675677,22.68421052631579,0.0
10,14.13888888888889,17.363636363636363,0.0,17.304347826086957,67.78048780487805,18.387096774193548,0.0
11,13.222222222222221,16.91176470588235,0.0,23.806818181818183,26.42105263157895,25.219354838709677,0.0
12,26.192307692307693,25.666666666666668,0.0,19.526315789473685,20.094117647058823,18.139810426540283,0.0
13,23.806818181818183,20.357142857142858,0.0,21.0,18.181818181818183,53.74324324324324,0.0
14,28.333333333333332,17.304347826086957,0.0,25.973333333333333,22.86725663716814,32.717557251908396,0.0
15,19.526315789473685,16.923076923076923,0.0,11.833333333333334,11.46938775510204,14.263157894736842,0.0
16,67.78048780487805,21.675675675675677,0.0,12.478260869565217,15.289002557544757,14.028571428571428,0.0
17,26.42105263157895,22.68421052631579,0.0,11.862745098039216,27.95744680851064,18.468172484599588,0.0
18,20.094117647058823,18.181818181818183,0.0,12.755555555555556,50.857142857142854,29.41025641025641,0.0
19,21.0,25.973333333333333,0.0,12.8,21.095238095238095,24.40631163708087,0.0
20,11.833333333333334,22.86725663716814,0.0,23.470588235294116,21.9,25.43943661971831,0.0
21,15.289002557544757,11.46938775510204,0.0,14.566666666666666,13.445054945054945,23.591928251121075,0.0
22,50.857142857142854,27.95744680851064,0.0,10.454545454545455,13.926829268292684,34.14529914529915,0.0
23,13.255813953488373,21.095238095238095,0.0,14.689655172413794,23.25,16.18,0.0
24,13.445054945054945,21.9,0.0,16.285714285714285,17.6,0.0,0.0
25,10.454545454545455,12.478260869565217,0.0,16.706666666666667,24.756756756756758,0.0,0.0
26,14.689655172413794,19.054054054054053,0.0,16.35483870967742,12.948717948717949,0.0,0.0
27,25.219354838709677,11.862745098039216,0.0,16.357142857142858,35.25,0.0,0.0
28,16.706666666666667,12.755555555555556,0.0,23.75,23.76048565121413,0.0,0.0
29,24.756756756756758,12.8,0.0,14.833333333333334,18.191275167785236,0.0,0.0
30,12.948717948717949,23.470588235294116,0.0,11.26923076923077,16.166666666666668,0.0,0.0
31,23.76048565121413,18.387096774193548,0.0,34.09722222222222,18.40909090909091,0.0,0.0
32,16.357142857142858,14.566666666666666,0.0,25.784,23.585106382978722,0.0,0.0
33,23.75,13.926829268292684,0.0,8.045454545454545,11.42,0.0,0.0
34,20.30054644808743,16.285714285714285,0.0,17.312178387650086,20.142857142857142,0.0,0.0
35,34.09722222222222,18.139810426540283,0.0,10.636363636363637,11.325581395348838,0.0,0.0
36,25.784,23.25,0.0,23.11051502145923,14.96,0.0,0.0
37,53.74324324324324,17.6,0.0,26.51685393258427,27.140328697850823,0.0,0.0
38,17.312178387650086,16.35483870967742,0.0,22.923076923076923,27.397260273972602,0.0,0.0
39,23.585106382978722,35.25,0.0,11.67515923566879,15.637931034482758,0.0,0.0
40,23.11051502145923,14.833333333333334,0.0,20.32608695652174,99.5,0.0,0.0
41,26.51685393258427,11.26923076923077,0.0,28.4,23.528301886792452,0.0,0.0
42,22.923076923076923,18.191275167785236,0.0,17.347826086956523,15.297297297297296,0.0,0.0
43,14.96,16.166666666666668,0.0,17.38235294117647,15.40566037735849,0.0,0.0
44,20.32608695652174,18.40909090909091,0.0,9.369565217391305,10.166666666666666,0.0,0.0
45,17.347826086956523,8.045454545454545,0.0,16.34805194805195,26.20655737704918,0.0,0.0
46,27.140328697850823,10.636363636363637,0.0,12.7,24.83910386965377,0.0,0.0
47,27.397260273972602,11.42,0.0,14.107438016528926,17.05263157894737,0.0,0.0
48,16.34805194805195,20.142857142857142,0.0,18.46272493573265,29.120689655172413,0.0,0.0
49,12.7,11.325581395348838,0.0,28.317927170868348,12.73384030418251,0.0,0.0
50,15.637931034482758,11.67515923566879,0.0,12.428571428571429,22.179347826086957,0.0,0.0
51,99.5,28.4,0.0,15.75,15.46938775510204,0.0,0.0
52,32.717557251908396,17.38235294117647,0.0,13.486486486486486,18.24137931034483,0.0,0.0
53,18.46272493573265,9.369565217391305,0.0,11.254901960784315,24.551181102362204,0.0,0.0
54,15.297297297297296,14.107438016528926,0.0,9.818181818181818,9.529411764705882,0.0,0.0
55,15.40566037735849,14.263157894736842,0.0,24.99438202247191,0.0,0.0,0.0
56,18.468172484599588,23.528301886792452,0.0,16.90625,0.0,0.0,0.0
57,12.428571428571429,14.028571428571428,0.0,0.0,0.0,0.0,0.0
58,15.75,10.166666666666666,0.0,14.275,0.0,0.0,0.0
59,26.20655737704918,16.56,0.0,19.928571428571427,0.0,0.0,0.0
60,24.83910386965377,28.317927170868348,0.0,11.681818181818182,0.0,0.0,0.0
61,29.41025641025641,23.38167938931298,0.0,0.0,0.0,0.0,0.0
62,17.05263157894737,8.73913043478261,0.0,0.0,0.0,0.0,0.0
63,23.85483870967742,13.486486486486486,0.0,0.0,0.0,0.0,0.0
64,24.40631163708087,11.254901960784315,0.0,0.0,0.0,0.0,0.0
65,29.120689655172413,12.73384030418251,0.0,0.0,0.0,0.0,0.0
66,25.43943661971831,22.179347826086957,0.0,0.0,0.0,0.0,0.0
67,9.818181818181818,15.46938775510204,0.0,0.0,0.0,0.0,0.0
68,24.551181102362204,18.24137931034483,0.0,0.0,0.0,0.0,0.0
69,9.529411764705882,23.591928251121075,0.0,0.0,0.0,0.0,0.0
70,16.90625,18.968197879858657,0.0,0.0,0.0,0.0,0.0
71,0.0,24.99438202247191,0.0,0.0,0.0,0.0,0.0
72,34.14529914529915,14.275,0.0,0.0,0.0,0.0,0.0
73,19.928571428571427,16.18,0.0,0.0,0.0,0.0,0.0
74,11.681818181818182,0.0,0.0,0.0,0.0,0.0,0.0
